1971,72
1972,90
1973,96
1974,129
1975,296
1976,442
1977,637
1978,773
1979,785
1980,646
1981,500
1982,725
1983,944
1984,1559
1985,1645
1986,1766
1987,1605
1988,1683
1989,3017
1990,2970
1991,5402
1992,7293
1993,8474
1994,8887
1995,9329
1996,9782
1997,5688
1998,6454
1999,6783
2000,7191
2001,7530
2002,6438
2003,5706
2004,5742
2005,6181
2006,6099
2007,6700
2008,6377
2009,7127
2010,6956
2011,6559
2012,6517
2013,7027
