1951,16214
1952,16214
1953,16214
1954,16214
1955,14288
1956,14288
1957,14288
1958,14288
1959,14288
1960,15905
1961,15905
1962,15905
1963,15905
1964,15905
1965,19007
1966,19007
1967,19007
1968,19007
1969,19007
1970,14645
1971,14645
1972,14645
1973,14645
1974,14645
1975,5701
1976,7318
1977,7377
1978,6225
1979,7590
1980,11236
1981,11866
1982,9036
1983,5923
1984,6661
1985,8307
1986,10050
1987,12697
1988,12835
1989,10045
1990,9296
1991,8156
1992,6089
1993,5746
1994,7380
1995,8044
1996,7127
1997,6741
1998,7300
1999,8133
2000,9210
2001,7241
2002,7696
2003,9276
2004,10284
2005,10178
2006,12018
2007,18940
2008,22133
2009,23436
2010,16042
2011,9252
2012,9252
2013,9252
2014,9252
2015,9252
2016,9252
2017,9252
2018,9252
2019,9252
2020,9252
2021,9252
2022,9252
2023,9252
2024,9252
2025,9252
2026,9252
2027,9252
2028,9252
2029,9252
2030,9252
2031,9252
2032,9252
2033,9252
2034,9252
2035,9252
2036,9252
2037,9252
2038,9252
2039,9252
2040,9252
2041,9252
2042,9252
2043,9252
2044,9252
2045,9252
2046,9252
2047,9252
2048,9252
2049,9252
2050,9252
