1951,389
1952,389
1953,389
1954,389
1955,451
1956,451
1957,451
1958,451
1959,451
1960,481
1961,481
1962,481
1963,481
1964,481
1965,525
1966,525
1967,525
1968,525
1969,525
1970,443
1971,443
1972,443
1973,443
1974,443
1975,268
1976,405
1977,439
1978,473
1979,554
1980,654
1981,712
1982,601
1983,542
1984,613
1985,687
1986,860
1987,1086
1988,1103
1989,1005
1990,1109
1991,986
1992,664
1993,584
1994,709
1995,845
1996,709
1997,599
1998,656
1999,703
2000,851
2001,753
2002,790
2003,922
2004,1016
2005,1038
2006,1237
2007,1978
2008,2411
2009,2672
2010,1654
2011,895
2012,895
2013,895
2014,895
2015,895
2016,895
2017,895
2018,895
2019,895
2020,895
2021,895
2022,895
2023,895
2024,895
2025,895
2026,895
2027,895
2028,895
2029,895
2030,895
2031,895
2032,895
2033,895
2034,895
2035,895
2036,895
2037,895
2038,895
2039,895
2040,895
2041,895
2042,895
2043,895
2044,895
2045,895
2046,895
2047,895
2048,895
2049,895
2050,895
