1971,72
1972,162
1973,258
1974,387
1975,683
1976,1125
1977,1762
1978,2535
1979,3320
1980,3966
1981,4466
1982,5191
1983,6135
1984,7694
1985,9339
1986,11105
1987,12710
1988,14393
1989,17410
1990,20380
1991,25782
1992,33075
1993,41549
1994,50436
1995,59765
1996,69547
1997,75235
1998,81689
1999,88472
2000,95663
2001,103193
2002,109631
2003,115337
2004,121079
2005,127260
2006,133359
2007,140059
2008,146436
2009,153563
2010,160519
2011,167078
2012,173595
2013,180622
